State_ab,City,Zip_Code,Lat,Lon,Median,Stdev
NE,Kearney,68845,40.6978433,-99.105282,42621,27497
NE,Tekamah,68061,41.7931915,-96.2078305,42398,47182
NE,Elmwood,68349,40.8345411,-96.22669,55617,54983
NE,So Sioux City,68776,42.4598825,-96.399487,56986,44351
NE,Valentine,69201,42.4805935,-101.014367,50508,55298
NE,Sidney,69162,41.1381957,-102.9623984,61517,63358
NE,Clarkson,68629,41.7031701,-97.0898052,56221,46952
NE,Callaway,68825,41.3396121,-99.9468452,44846,53991
NE,Sumner,68878,40.8842569,-99.6063744,49008,38665
NE,Cozad,69130,40.8693313,-99.9853606,36116,30868
NE,Lexington,68850,40.7879777,-99.7260672,46617,38900
NE,Allen,68710,42.3682083,-96.8664249,49875,30076
NE,Fremont,68025,41.4744546,-96.5288615,41183,56245
NE,Omaha,68110,41.2785514,-95.9517963,9178,14737
NE,Omaha,68102,41.2538889,-95.9312563,45572,54111
NE,Omaha,68107,41.2160315,-95.9408363,41657,40895
NE,Omaha,68106,41.2441784,-96.0016266,61432,56907
NV,Dyer,89010,37.656131,-118.027994,39489,32027
NV,Gardnerville,89410,38.953578,-119.651086,77040,49987
NV,Goldfield,89013,37.712171,-117.237854,38864,34962
NV,Indian Springs,89018,36.571845,-115.720201,49820,39674
NV,Reno,89523,39.516172,-119.923037,93615,72462
NV,Smith,89430,38.788287,-119.338591,67269,76677
NV,Nixon,89424,39.946058,-119.630514,28725,22598
NV,Hawthorne,89415,38.646728,-118.757202,47499,30900
NV,Las Vegas,89120,36.0897935,-115.076107,44734,33006
NV,Las Vegas,89183,36.0190023,-115.1634794,45422,49980
NV,Las Vegas,89123,36.0098284,-115.1412598,65621,41848
NV,Henderson,89052,36.0025631,-115.1301398,57740,36818
NV,Las Vegas,89146,36.1518241,-115.2343383,32249,21489
NV,Las Vegas,89147,36.121946,-115.251975,40742,41702
NV,Las Vegas,89103,36.1072041,-115.2385242,47910,52627
NV,Las Vegas,89118,36.0892335,-115.2208623,60953,68241
NV,Las Vegas,89113,36.079626,-115.2517736,53950,39599
NV,Las Vegas,89139,36.0532503,-115.2182259,63112,35507
NV,Las Vegas,89102,36.1207675,-115.1876162,47054,29554
NV,Las Vegas,89145,36.1627246,-115.2514014,38822,30986
NV,Las Vegas,89134,36.2152208,-115.2968175,46047,39918
NV,Las Vegas,89117,36.1643193,-115.3028937,132387,84912
NV,Las Vegas,89130,36.2556476,-115.2367681,62033,38957
NV,Las Vegas,89131,36.2979117,-115.2510967,103457,78161
NV,Las Vegas,89108,36.1995618,-115.2341282,54836,44997
NV,Las Vegas,89106,36.1920514,-115.174353,20891,29326
NV,North Las Vegas,89032,36.2394002,-115.1984739,112127,55939
NV,North Las Vegas,89030,36.2104079,-115.156451,35682,28546
NV,North Las Vegas,89081,36.268899,-115.1259086,45044,49238
NV,Las Vegas,89115,36.2719237,-115.059609,53036,38852
NV,N. Las Vegas,89031,36.2541317,-115.1845805,52446,39086
NV,Las Vegas,89142,36.153671,-115.0528801,45537,34229
NV,Las Vegas,89122,36.1223119,-115.0517514,35494,35315
NV,Henderson,89014,36.0750164,-115.0593121,38131,31066
NV,Henderson,89015,36.03201,-114.9882972,39267,45326
NV,Henderson,89074,36.0458868,-115.0759874,100325,73729
NV,Las Vegas,89107,36.1525444,-115.1667753,62215,70017
NV,Henderson,89012,36.0093535,-115.0743125,49828,43318
NV,Boulder City,89005,35.9728805,-114.8347863,51254,51902
NV,Laughlin,89029,35.1433175,-114.5984925,17687,39411
NV,Las Vegas,89138,36.1654821,-115.3456995,112933,68916
NV,Las Vegas,89141,35.9399,-115.2122865,108244,76136
NV,Las Vegas,89135,36.1353551,-115.328675,77614,75129
NV,Las Vegas,89148,36.0739747,-115.3022412,62905,39660
NV,Mesquite,89027,36.8288027,-114.0783448,50438,42151
NV,Las Vegas,89119,36.1138284,-115.1705877,35272,86875
NV,Gardnerville,89460,38.8994399,-119.7588305,47947,52433
NV,Orovada,89425,41.5141573,-118.2841989,73878,59087
NV,Alamo,89001,37.4531948,-115.098995,30901,43461
NV,Silver Springs,89429,39.3663732,-119.3202186,48937,44647
NV,Pahrump,89060,36.4979313,-116.0111149,39746,31146
NV,Pahrump,89061,36.1256081,-116.0064069,35488,34964
NV,Sparks,89434,39.4383853,-119.5246462,54046,50575
NV,Reno,89502,39.5094801,-119.7970919,30125,38495
NV,Reno,89511,39.4182357,-119.7741462,107015,60827
NV,Reno,89512,39.5574664,-119.8110185,42445,44111
NV,Sparks,89431,39.5400527,-119.7606046,30078,29451
NV,Reno,89506,39.6495859,-119.8454912,34720,32193
NV,Incline Village,89452,39.2583369,-119.8599099,87547,70507
NV,Sparks,89436,39.6109623,-119.7079362,56720,37574
NV,Ely,89301,39.1151145,-115.1951682,68338,57227
NV,Carson City,89705,39.1369395,-119.8699383,113134,73221
NV,Carson City,89703,39.1751782,-119.7547348,25103,25105
NV,Carson City,89706,39.1373957,-119.7581717,37407,24119
NV,Las Vegas,89101,36.1845886,-115.102762,41847,32850
NV,Henderson,89044,35.9296529,-115.0904944,64716,60815
NV,Las Vegas,89178,36.0051106,-115.2890453,87597,49990
NV,Eureka,89316,39.9777878,-116.2722082,61172,46212
NV,Fernley,89408,39.6088405,-119.1474396,44246,35038
NV,Duckwater,89314,38.6693907,-116.3756869,72359,54445
NV,Lovelock,89419,40.439639,-118.4094765,45525,41280
NV,Las Vegas,89104,36.1522139,-115.0868461,51131,36133
NV,Verdi,89439,39.5156595,-119.9741865,75755,75997
NV,Incline Village,89451,39.2547221,-119.9591691,63884,52454
NV,Las Vegas,89121,36.1114528,-115.1145843,32301,35913
NV,Fallon,89406,39.4731745,-118.7886952,25300,30864
NV,Las Vegas,89169,36.1406685,-115.127809,24389,22142
NH,Bethlehem,03574,44.278736,-71.689024,46258,49354
NH,Concord,03301,43.232493,-71.561252,55781,56491
NH,Farmington,03835,43.399546,-71.072444,36061,55938
NH,Henniker,03242,43.18151,-71.818832,65708,50240
NH,Lincoln,03251,44.060391,-71.671013,37723,42518
NH,Milton,03851,43.402976,-70.992366,51834,33600
NH,Rochester,03867,43.298493,-70.977005,46655,46172
NH,Sanbornville,03872,43.491165,-71.023068,20910,61169
NH,North Hampton,03862,42.9799344,-70.8294406,88684,65911
NH,Newmarket,03857,43.0822986,-70.9094385,77219,63488
NH,Portsmouth,03801,43.0698912,-70.7406351,81698,65296
NH,Salem,03079,42.7953861,-71.2146232,69247,69945
NH,Newton,03858,42.8703694,-71.0459151,89390,53957
NH,Kingston,03848,42.9137308,-71.0735952,88243,60807
NH,Exeter,03833,42.9702296,-70.9554001,38848,29965
NH,Lee,03861,43.1408298,-70.9777341,83414,52360
NH,Nashua,03064,42.765152,-71.4636104,30416,41520
NH,Dover,03820,43.1942291,-70.8459862,41942,55077
NH,Somersworth,03878,43.2640208,-70.879417,80878,53101
NH,Barrington,03825,43.2155657,-71.0389797,52174,62596
NH,Meriden,03770,43.5218575,-72.3069742,80499,63527
NH,Newport,03773,43.3713455,-72.2027889,61615,46265
NH,Laconia,03246,43.5918678,-71.4528247,47512,60208
NH,Charlestown,03603,43.246634,-72.3839312,47406,37083
NH,Claremont,03743,43.3989265,-72.3270208,50668,41795
NH,Nashua,03062,42.716584,-71.5112759,102668,66232
NH,Merrimack,03054,42.8364263,-71.5379636,117177,68090
NH,Wilton,03086,42.8353016,-71.7691548,68365,54903
NH,Antrim,03440,43.0502919,-71.9819675,65483,51697
NH,Pembroke,03275,43.1677223,-71.4385169,73055,56583
NH,Penacook,03303,43.2550643,-71.63692,72747,53335
NH,Warner,03278,43.2878098,-71.7975251,69979,59738
NH,Meredith,03253,43.6557882,-71.4426578,52383,67618
NH,Londonderry,03053,42.9096413,-71.3776926,80499,66892
NH,Fremont,03044,43.0003697,-71.1191614,90088,56323
NH,Ctr. Ossipee,03814,43.737249,-71.1503492,44873,48290
NH,Windham,03087,42.786831,-71.3056525,111646,72366
NH,Durham,03824,43.1406541,-70.8937343,57940,73748
NH,Rollinsford,03869,43.2198154,-70.8431074,62678,58198
NH,Strafford,03884,43.2753082,-71.1700041,93036,59910
NH,Fitzwilliam,03447,42.7658198,-72.2113306,57836,52006
NH,Alton,03809,43.5169458,-71.2470201,64461,55084
NH,North Conway,03860,44.1274018,-71.0608356,45910,28766
NH,Tamworth,03886,43.8884495,-71.3244356,47711,32327
NH,Ctr. Tuftonboro,03816,43.6698786,-71.2758925,66794,50646
NH,Nelson,03457,42.9994818,-72.1217028,70063,45984
NH,E. Swanzey,03446,42.8582713,-72.2963597,86837,50843
NH,Winchester,03470,42.7893136,-72.3952385,43660,39873
NH,Keene,03431,42.9397372,-72.2523741,41368,24482
NH,Stark,03582,44.6686392,-71.4367197,35928,38060
NH,Berlin,03570,44.4884299,-71.1564285,31006,26429
NH,Littleton,03561,44.3433498,-71.7951157,21085,66152
NH,Piermont,03779,43.9176953,-72.0334276,58219,54979
NH,Plymouth,03264,43.743912,-71.7267441,30731,34400
NH,Jefferson,03583,44.3137439,-71.4028891,55299,55917
NH,Bristol,03222,43.6517698,-71.6856833,31227,26572
NH,Lebanon,03766,43.6561245,-72.252719,51203,49407
NH,Manchester,03104,43.028149,-71.4662234,66932,59384
NH,Manchester,03102,42.9950523,-71.4824077,68065,48657
NH,Manchester,03103,42.9861276,-71.448999,42531,47424
NH,Manchester,03101,42.9757238,-71.4613127,15757,52072
NH,Canaan,03741,43.748391,-71.9882111,75710,74015
NH,Bedford,03110,42.9294249,-71.4885481,104997,85273
NH,Nashua,03060,42.7887837,-71.4762001,82928,43716
NH,Nashua,03063,42.7609436,-71.5042717,72306,56667
NH,Amherst,03031,42.8491426,-71.5981526,104111,66620
NH,Francestown,03043,43.0311505,-71.8430212,67349,50845
NH,Peterborough,03458,42.890077,-71.9411569,37413,33127
NH,Loudon,03307,43.3082795,-71.4489528,60482,54540
NH,Contoocook,03229,43.2021868,-71.6968031,103126,83864
NH,New London,03257,43.4177205,-71.9906093,107181,58902
NH,Franklin,03235,43.4199908,-71.6640229,30399,40144
NH,Sandown,03873,42.9340178,-71.1836046,78345,67174
NH,Deerfield,03037,43.1363215,-71.255077,77621,52579
NJ,Somerset,08873,40.470151,-74.534049,116942,64262
NJ,South Plainfield,07080,40.574413,-74.4148,88011,63572
NJ,Stone Harbor,08247,39.041691,-74.768837,79443,81992
NJ,Tenafly,07670,40.918309,-73.950523,146279,86661
NJ,Union Beach,07735,40.44749,-74.170046,70364,53062
NJ,Williamstown,08094,39.630558,-74.969218,78373,44324
NJ,Waretown,08758,39.789812,-74.193275,67923,48606
NJ,Wildwood,08260,38.98755,-74.818188,27754,42133
NJ,Wood  Ridge,07075,40.850183,-74.087068,98242,65162
NJ,Absecon,08201,39.423563,-74.493025,63055,55458
NJ,Greendell,07839,40.985758,-74.74359,77167,57461
NJ,Avenel,07001,40.584334,-74.271626,68137,58399
NJ,Beachwood,08722,39.928405,-74.202189,72297,55957
NJ,Berlin,08009,39.792059,-74.936985,78483,65643
NJ,Boonton,07005,40.903818,-74.406369,89283,66385
NJ,Brielle,08730,40.105375,-74.063421,124265,76742
NJ,Cape May Court House,08210,39.047411,-74.846657,59914,60804
NJ,West Cape May,08204,38.936909,-74.965374,53181,46259
NJ,Chester,07930,40.790628,-74.690085,95750,82430
NJ,Whiting,08759,39.955096,-74.352073,29418,29984
NJ,Dumont,07628,40.945239,-73.992428,91456,65607
NJ,Voorhees,08043,39.847234,-74.99368,50245,53030
NJ,Englewood Cliffs,07632,40.889721,-73.941981,145565,82172
NJ,Scotch Plains,07076,40.641701,-74.385692,115335,70706
NJ,Fords,08863,40.543794,-74.31292,82522,60923
NJ,Garfield,07026,40.879797,-74.10825,44911,53511
NJ,Cherry Hill,08034,39.928079,-75.039749,73581,63146
NJ,Haddonfield,08033,39.895437,-75.034294,130570,80526
NJ,Vernon,07462,41.170559,-74.463226,77552,49669
NJ,South Toms River,08757,39.939383,-74.257253,37400,34801
NJ,Laurence Harbor,08879,40.448614,-74.250661,75254,57836
NJ,Leonardo,07737,40.419717,-74.060211,59728,64542
NJ,Lodi,07644,40.877915,-74.0825,50023,53625
NJ,Manasquan,08736,40.112421,-74.038159,94395,74453
NJ,Medford Lakes,08055,39.853649,-74.811665,101039,66326
NJ,Milltown,08850,40.450223,-74.434786,100915,60572
NJ,Great Meadows,07838,40.859796,-74.987571,52028,62302
NJ,Neptune City,07753,40.200539,-74.032896,55717,55510
NJ,North Arlington,07031,40.786256,-74.12622,69999,61664
NJ,Norwood,07648,40.992252,-73.950917,94877,81967
NJ,Ogdensburg,07439,41.08009,-74.597626,80611,58350
NJ,Park Ridge,07656,41.036183,-74.044293,107499,76216
NJ,Pennsville,08070,39.653939,-75.508772,57807,49340
NJ,Plainsboro,08536,40.332213,-74.589986,82523,68649
NJ,Port Norris,08349,39.262426,-75.046503,47581,52186
NJ,Mount Laurel,08054,39.932045,-74.95278,91766,58535
NJ,Roosevelt,08555,40.220742,-74.470155,75349,57774
NJ,Saddle River,07458,41.023696,-74.092553,116062,88846
NJ,Sewaren,07077,40.550726,-74.259885,73955,64313
NJ,Quakertown,08868,40.5690334,-74.9312269,98909,78838
NJ,Ringoes,08551,40.4777973,-74.8749098,114165,75121
NJ,Trenton,08611,40.2022275,-74.7498113,38302,36769
NJ,Trenton,08618,40.2284239,-74.7808723,19035,31577
NJ,Trenton,08609,40.2263675,-74.7518821,23937,48242
NJ,Englewood,07631,40.8971742,-73.9611429,141594,83151
NJ,Hamilton,08619,40.2363258,-74.7184493,56331,48873
NJ,Hamilton,08610,40.2062665,-74.6752741,60675,58035
NJ,Ewing,08638,40.2672733,-74.7723174,88930,69672
NJ,Princeton,08540,40.3756857,-74.6466348,121794,85977
NJ,East Windsor,08520,40.2593264,-74.4940908,85646,55052
NJ,Piscataway,08854,40.5653566,-74.4826994,108185,64892
NJ,Colonia,07067,40.5976274,-74.3468516,116409,73432
NJ,Edison,08817,40.5195507,-74.4190729,89109,53596
NJ,Metuchen,08840,40.545924,-74.3729216,110352,69619
NJ,Fair Lawn,07410,40.9246043,-74.1076724,81558,64813
NJ,Iselin,08830,40.5706075,-74.305903,87424,63018
NJ,Perth Amboy,08861,40.5246265,-74.284444,67184,56846
NJ,New Brunswick,08901,40.5033898,-74.456016,53701,61892
NJ,North Brunswick,08902,40.4720721,-74.44781,62871,50723
NJ,E Brunswick,08816,40.4330774,-74.4102579,103747,74539
NJ,South River,08882,40.4489178,-74.3780445,54546,50319
NJ,Parlin,08859,40.464969,-74.2607263,74927,63488
NJ,Spotswood,08884,40.3981926,-74.3962684,79622,64794
NJ,Fort Lee,07024,40.8364708,-73.9852706,74430,65181
NJ,Kendall Park,08824,40.3926479,-74.5835957,117025,80057
NJ,Atlantic Highlands,07716,40.3893365,-74.0293876,104713,77338
NJ,Matawan,07747,40.3991073,-74.2502589,113064,75572
NJ,Rumson,07760,40.3549543,-74.0085069,158876,85049
NJ,Oceanport,07757,40.3163133,-74.0158973,91397,72964
NJ,West Long Branch,07764,40.2933613,-74.0234396,75768,74692
NJ,Asbury Park,07712,40.2255764,-74.0162281,42403,69454
NJ,Sea Girt,08750,40.1338027,-74.058209,81946,71204
NJ,Morganville,07751,40.3387544,-74.3028049,121564,79130
NJ,Englishtown,07726,40.2971219,-74.3300154,121217,68177
NJ,Freehold Twp.,07728,40.1990011,-74.3214224,85939,76289
NJ,Jackson,08527,40.1266483,-74.2319761,99090,64747
NJ,Shrewsbury,07702,40.3264505,-74.0573731,85680,75057
NJ,Butler,07405,41.0012378,-74.3434778,74007,62331
NJ,Parsippany,07054,40.8791204,-74.3756201,95254,59483
NJ,Hackensack,07601,40.8845664,-74.0507811,53726,59751
NJ,Whippany,07981,40.8058966,-74.42196,123110,67327
NJ,Madison,07940,40.7506624,-74.4173611,156203,82088
NJ,Morristown,07960,40.8027584,-74.4846436,96979,71733
NJ,Dover,07801,40.9143873,-74.5495033,79893,62353
NJ,Mine Hill,07803,40.8780875,-74.6011764,88135,56506
NJ,Brigantine,08203,39.421252,-74.3715728,74645,61517
NJ,Randolph,07869,40.8436343,-74.5578315,155157,79916
NJ,Long Valley,07853,40.8093542,-74.7694803,157776,79562
NJ,Bay Head,08742,40.0535511,-74.0479395,112255,79773
NJ,Brick Town,08724,40.0690244,-74.0984807,103749,58967
NJ,Lakewood,08701,40.0987495,-74.1978367,41495,53823
NJ,Leonia,07605,40.8657867,-73.9922042,78519,72746
NJ,Brick,08723,40.0438046,-74.186412,33140,34701
NJ,Toms River,08753,39.9791327,-74.1202294,77012,60089
NJ,Island Heights,08732,39.9455672,-74.1182594,57110,55428
NJ,Ocean Gate,08740,39.9277058,-74.1306149,70087,54133
NJ,Barnegat,08005,39.76229,-74.2000755,72786,57275
NJ,Little Egg Harbor,08087,39.5843203,-74.351402,57201,45582
NJ,Seaside Hts,08751,39.9436265,-74.0556558,0,0
NJ,Lyndhurst,07071,40.8091088,-74.13314,64175,63270
NJ,Clifton,07013,40.8631638,-74.1464447,48367,47924
NJ,Hawthorne,07506,40.9663179,-74.1583697,99380,75145
NJ,Passaic,07055,40.8620016,-74.1222492,21918,32806
NJ,Paterson,07502,40.9160008,-74.1957681,78042,59833
NJ,Paterson,07514,40.9242986,-74.1499553,32375,48186
NJ,Paterson,07501,40.9118113,-74.1602174,23196,21560
NJ,Haskell,07420,41.0253311,-74.297336,80856,55371
NJ,Wayne,07470,40.9413345,-74.2559784,139735,73392
NJ,Paterson,07522,40.922853,-74.1748648,17076,28854
NJ,Midland Park,07432,40.9958086,-74.1412624,88619,70366
NJ,Elmer,08318,39.5922584,-75.1745689,73055,49831
NJ,Salem,08079,39.5710274,-75.463172,38445,48442
NJ,Raritan,08869,40.5686897,-74.6321728,60976,60318
NJ,Bridgewater,08807,40.5635512,-74.5704087,88825,58969
NJ,N Plainfield,07060,40.6323196,-74.4219902,73916,62311
NJ,Bernardsville,07924,40.7303838,-74.5926019,120693,80716
NJ,Hillsborough,08844,40.5014564,-74.6637422,82721,63597
NJ,Hewitt,07421,41.2017938,-74.4278016,106833,52815
NJ,Hamburg,07419,41.1368391,-74.6093124,89353,55974
NJ,Lake Hopatcong,07849,40.982404,-74.6438284,79986,58654
NJ,Elizabeth,07202,40.6549556,-74.2183123,41224,48202
NJ,Elizabeth,07208,40.6857298,-74.2090097,48002,39994
NJ,Hillside,07205,40.7024236,-74.232684,50434,43422
NJ,Union,07083,40.6917077,-74.2523278,89933,67453
NJ,Roselle,07203,40.6536187,-74.2673512,52879,58394
NJ,Clark,07066,40.6221849,-74.2973595,100229,65990
NJ,Paramus,07652,40.9402325,-74.0542447,92029,71271
NJ,Cranford,07016,40.6657049,-74.3174238,141712,69644
NJ,Summit,07091,40.7125555,-74.3477215,100209,73020
NJ,Washington,07882,40.7585245,-74.9831897,61297,54995
NJ,Atlantic City,08401,39.3454055,-74.4588476,70301,74619
NJ,Ridgefield,07657,40.8308872,-73.9993658,69747,59324
NJ,Egg Harbor,08215,39.4679527,-74.5551966,40199,46603
NJ,Galloway,08205,39.4879205,-74.497567,53724,64549
NJ,Elwood,08217,39.5964863,-74.6764997,66806,45095
NJ,Minotola,08341,39.5291701,-74.9452046,48061,45365
NJ,Egg Harbor Township,08234,39.4337377,-74.5593035,39653,43543
NJ,River Edge,07661,40.9228884,-74.0338874,77367,70995
NJ,Northfield,08225,39.362891,-74.5556004,49448,51819
NJ,Somers Point,08244,39.3166932,-74.6162918,43374,53576
NJ,Ventnor,08406,39.3404953,-74.4931336,68271,61761
NJ,Allendale,07401,41.032669,-74.1338262,116804,92850
NJ,Northvale,07647,41.0063637,-73.9427715,101809,68988
NJ,Bogota,07603,40.8718186,-74.0289351,90459,71580
NJ,Cliffside Park,07010,40.8282861,-73.9887894,84918,60621
NJ,East Rutherford,07073,40.8149348,-74.0822348,86815,63321
NJ,Fairview,07022,40.8155248,-73.9965689,27213,56465
NJ,Old Tappan,07675,41.0232821,-73.9842418,105133,90857
NJ,Hasbrouck Heights,07604,40.8625283,-74.070286,59333,59726
NJ,Hillsdale,07642,41.0128678,-74.0285244,43573,89411
NJ,Palmyra,08065,39.9934802,-75.0139687,76188,70753
NJ,Little Ferry,07643,40.8438376,-74.038751,69275,57136
NJ,Mahwah,07430,41.0497587,-74.1822789,126648,86563
NJ,Moorestown,08057,39.9540892,-74.9634951,99140,68889
NJ,Palisades Park,07650,40.848253,-73.9931252,86165,60565
NJ,Riverside,08075,40.0389374,-74.9509268,47736,35888
NJ,Ridgefield Park,07660,40.8503998,-74.0157611,58394,31656
NJ,Ridgewood,07451,40.9805571,-74.1341328,229111,77622
NJ,Bristol,19007,40.0907312,-74.8456558,58048,47100
NJ,Teaneck,07666,40.8954718,-73.995087,162685,79401
NJ,Waldwick,07463,41.013227,-74.1368912,118775,69732
NJ,Wallington,07057,40.8557895,-74.1145664,61669,49298
NJ,Joint Base Mdl,08641,40.0502492,-74.5847174,54618,33015
NJ,Wyckoff,07481,41.0151006,-74.1616755,116854,81169
NJ,Maple Shade,08052,39.9642722,-75.0016384,54461,57387
NJ,Willingboro,08046,40.0596354,-74.8863908,83695,39594
NJ,Roebling,08554,40.1189124,-74.7781447,81055,57782
NJ,Bordentown,08505,40.1496935,-74.707679,49001,57947
NJ,Browns Mills,08015,39.9585584,-74.5903284,57154,46454
NJ,Pemberton,08068,39.9708193,-74.6854983,67184,53948
NJ,Hainesport,08036,39.9779562,-74.8363343,123393,72546
NJ,Southampton,08088,39.9156845,-74.6941552,41028,46666
NJ,Chatsworth,08019,39.7323079,-74.515457,67064,55929
NJ,Camden,08103,39.9367868,-75.1066438,21912,51151
NJ,Camden,08102,39.9513992,-75.1138309,14169,21035
NJ,Camden,08105,39.9486792,-75.0868346,44597,46162
NJ,Camden,08104,39.9218365,-75.1259045,30744,27809
NJ,Cherry Hill,08003,39.9005316,-74.9726164,102929,60428
NJ,Woodlynne,08107,39.9164778,-75.0955486,41504,47582
NJ,Gloucester City,08030,39.884644,-75.107844,54663,62768
NJ,Bellmawr,08031,39.8662247,-75.0742544,58826,46367
NJ,Runnemede,08078,39.8533975,-75.0654476,60220,34763
NJ,Somerdale,08083,39.84595,-75.0156032,56407,52341
NJ,Stratford,08084,39.8319323,-75.0078375,48692,38909
NJ,Blackwood,08012,39.8119201,-75.0374303,106775,67273
NJ,Sicklerville,08081,39.7460679,-75.0130262,97031,51951
NJ,Ocean City,08226,39.2977674,-74.5781197,74310,85918
NJ,Woodbine,08270,39.2206495,-74.8522676,66550,51650
NJ,Avalon,08202,39.0900626,-74.7322187,78623,69459
NJ,Villas,08251,39.0137385,-74.9261612,37672,45061
NJ,Greenwich,08323,39.3962734,-75.3675507,70491,53895
NJ,Millville,08332,39.3968437,-75.030719,34970,46121
NJ,Vineland,08361,39.4891903,-74.9736358,81543,69762
NJ,Newark,07107,40.7743304,-74.1828893,46850,38310
NJ,Newark,07103,40.743114,-74.1985578,26539,44066
NJ,Newark,07106,40.7376723,-74.2452547,28018,28729
NJ,Newark,07108,40.7287222,-74.2078107,22214,26079
NJ,Newark,07104,40.7186473,-74.2182783,22745,27835
NJ,Newark,07112,40.7096953,-74.2159388,51326,50108
NJ,Newark,07105,40.7223247,-74.1612616,41857,39394
NJ,Newark,07102,40.7341337,-74.1767784,37574,32478
NJ,East Orange,07017,40.7822363,-74.2182476,51613,29779
NJ,Orange,07050,40.7642942,-74.2204776,32716,28427
NJ,Belleville,07109,40.8008457,-74.1737271,91833,51304
NJ,West Orange,07052,40.8032618,-74.2530492,76187,86679
NJ,Maplewood,07040,40.7419348,-74.2649121,75913,68765
NJ,Livingston,07039,40.8047189,-74.3334476,191864,91650
NJ,Essex Fells,07021,40.8281268,-74.276197,158471,76888
NJ,Cedar Grove,07009,40.8617186,-74.2391149,129734,76206
NJ,N Caldwell,07006,40.8645004,-74.2599958,201523,91276
NJ,West Deptford,08096,39.8531571,-75.1588353,64167,49057
NJ,National Park,08063,39.8547192,-75.1987161,79258,59980
NJ,Mickleton,08056,39.7905188,-75.2405918,112554,69679
NJ,Glendora,08029,39.8315717,-75.0790556,49959,40938
NJ,Sewell,08080,39.7676937,-75.1453784,122341,64434
NJ,Westville,08093,39.8434083,-75.1137738,63124,41639
NJ,Glassboro,08028,39.7002711,-75.1409036,83094,55478
NJ,Newfield,08344,39.5631405,-75.0195102,72623,57525
NJ,Swedesboro,08085,39.7458837,-75.310947,78913,56901
NJ,Jersey City,07307,40.7532468,-74.0469179,20114,32048
NJ,Jersey City,07306,40.739957,-74.0623685,38524,52936
NJ,Jersey City,07304,40.726646,-74.0731509,57808,42805
NJ,Jersey City,07302,40.7226118,-74.0641654,40321,51306
NJ,Jersey City,07305,40.7086175,-74.1042445,63583,64421
NJ,Bayonne,07002,40.6913019,-74.111069,42240,38099
NJ,Kearny,07032,40.7700307,-74.1515035,107622,60849
NJ,Harrison,07029,40.7482231,-74.1565371,52812,58728
NJ,Guttenberg,07093,40.7929611,-74.0052121,36258,38554
NJ,Union City,07087,40.7751453,-74.0247026,46857,32319
NJ,Weehawken,07086,40.7703843,-74.0303996,47179,48263
NJ,Hoboken,07030,40.7539477,-74.0314132,125553,78897
NJ,Secaucus,07094,40.7911933,-74.0585465,82651,51485
NJ,Califon,07830,40.6901688,-74.7716846,174383,74628
NJ,Hampton,08827,40.7045436,-74.9499493,92543,77576
NJ,Pittstown,08867,40.5945319,-75.0265659,79900,60517
NJ,High Bridge,08829,40.6700225,-74.8902706,104639,65233
NJ,Lebanon,08833,40.625094,-74.8127595,123170,80021
NJ,Sergeantsville,08557,40.4397619,-74.9563288,88416,68592
NJ,Trenton,08625,40.2100718,-74.754616,32217,45499
NJ,Delmont,08314,39.238828,-74.9434814,0,0
NJ,Lawrenceville,08648,40.2495961,-74.7399403,57731,50328
NJ,West Windsor,08550,40.3055068,-74.622636,163638,86007
NJ,Linwood,08221,39.3411288,-74.586106,96364,61073
NJ,Woodbridge,07095,40.5543688,-74.287096,72137,55869
NJ,Carteret,07008,40.5961445,-74.2205421,44545,42302
NJ,Old Bridge,08857,40.4154646,-74.3262613,63064,42898
NJ,Port Monmouth,07758,40.4195152,-74.1227036,138087,68066
NJ,Keansburg,07734,40.4482789,-74.1458229,68091,50611
NJ,Hazlet,07730,40.4313582,-74.1682315,127692,74971
NJ,Little Silver,07739,40.3369522,-74.0345347,167235,71959
NJ,Tinton Falls,07724,40.2965938,-74.0799912,0,0
NJ,Deal,07723,40.2587111,-74.0083879,56694,68057
NJ,Marlboro,07746,40.300707,-74.258897,125598,79463
NJ,Farmingdale,07727,40.2013908,-74.1678386,59371,51980
NJ,Denville,07834,40.9089155,-74.467644,69015,79424
NJ,Greystone Park,07950,40.84286,-74.4993202,88561,70365
NJ,Chatham,07928,40.7295047,-74.3900003,162811,86881
NJ,Flanders,07836,40.8317224,-74.6982484,93077,67778
NJ,Pine Beach,08741,39.9360583,-74.1697895,102910,63214
NJ,Bayville,08721,39.903248,-74.1626146,104644,60396
NJ,Lanoka Harbor,08734,39.8553503,-74.1612071,59305,62449
NJ,Manahawkin,08050,39.7303717,-74.3263736,82318,52695
NJ,Beach Haven,08008,39.6138123,-74.2369772,0,0
NJ,Bloomingdale,07403,41.0352572,-74.333731,77810,57043
NJ,Clifton,07011,40.8784518,-74.1535647,63035,53257
NJ,Little Falls,07424,40.8719385,-74.2010164,70033,73300
NJ,Paterson,07524,40.9331231,-74.1576349,21788,18801
NJ,Paterson,07503,40.8971883,-74.1439983,52033,36834
NJ,Totowa,07512,40.9055976,-74.2243488,73393,52282
NJ,Wanaque,07465,41.046365,-74.2880854,86612,65392
NJ,Lincoln Park,07035,40.910421,-74.2642143,61006,65426
NJ,Carneys Point,08069,39.7107743,-75.4626139,49399,60159
